time,open,high,low,close,volume
time,open,high,low,close,volume
2026-08-03T13:30:00Z,197.8249969482422,202.75,191.0,201.94500732421875,2749515
2026-08-03T13:45:00Z,201.625,212.5,200.0800018310547,212.45339965820312,1575971
2026-08-03T14:00:00Z,212.5,216.47360229492188,208.60000610351562,214.6300048828125,1364687
2026-08-03T14:15:00Z,214.6199951171875,221.2100067138672,213.02000427246094,221.0146026611328,1244246
2026-08-03T14:30:00Z,221.08999633789062,223.85000610351562,219.77999877929688,222.47999572753906,1048735
2026-08-03T14:45:00Z,222.55999755859375,224.63999938964844,221.10589599609375,221.4949951171875,712335
2026-08-03T15:00:00Z,221.46499633789062,221.46499633789062,217.00999450683594,219.0749969482422,739460
2026-08-03T15:15:00Z,218.77000427246094,221.1699981689453,216.02000427246094,216.7550048828125,525302
2026-08-03T15:30:00Z,216.80499267578125,218.0800018310547,215.60000610351562,217.52000427246094,444738
2026-08-03T15:45:00Z,217.60000610351562,218.0,216.02000427246094,216.68809509277344,317189
2026-08-03T16:00:00Z,216.57000732421875,218.8800048828125,216.57000732421875,218.27999877929688,358646
2026-08-03T16:15:00Z,218.27999877929688,219.49989318847656,217.02000427246094,217.25999450683594,403729
2026-08-03T16:30:00Z,217.27499389648438,217.99000549316406,215.57000732421875,216.58999633789062,311386
2026-08-03T16:45:00Z,216.5800018310547,218.0,215.60000610351562,217.07000732421875,341575
2026-08-03T17:00:00Z,217.07000732421875,218.0189971923828,216.36000061035156,217.9149932861328,737093
2026-08-03T17:15:00Z,217.9149932861328,219.0800018310547,216.74000549316406,217.9499969482422,337512
2026-08-03T17:30:00Z,217.88999938964844,219.39999389648438,217.59010314941406,218.32000732421875,263100
2026-08-03T17:45:00Z,218.32000732421875,219.4499969482422,217.91000366210938,219.375,228199
2026-08-03T18:00:00Z,219.30999755859375,221.80999755859375,219.0030059814453,221.0,382397
2026-08-03T18:15:00Z,221.0500030517578,221.47000122070312,218.8000030517578,219.3000030517578,279920
2026-08-03T18:30:00Z,219.25,220.32989501953125,217.20159912109375,218.17999267578125,279103
2026-08-03T18:45:00Z,218.17999267578125,218.74000549316406,217.4499969482422,217.9499969482422,223584
2026-08-03T19:00:00Z,218.0399932861328,220.43899536132812,218.0399932861328,219.5800018310547,277813
2026-08-03T19:15:00Z,219.56500244140625,220.6199951171875,219.0,219.2899932861328,338021
2026-08-03T19:30:00Z,219.3699951171875,221.10000610351562,218.72999572753906,219.83990478515625,414950
2026-08-03T19:45:00Z,219.7050018310547,220.37989807128906,218.08999633789062,218.39999389648438,1449042
2026-08-04T13:30:00Z,225.375,232.2899932861328,221.3000030517578,221.6699981689453,2869844
2026-08-04T13:45:00Z,221.3000030517578,226.2899932861328,219.2100067138672,222.83999633789062,1502534
2026-08-04T14:00:00Z,222.97999572753906,228.5,220.57000732421875,227.17999267578125,941307
2026-08-04T14:15:00Z,227.41000366210938,232.5500030517578,224.59500122070312,232.54989624023438,865263
2026-08-04T14:30:00Z,232.50909423828125,235.39990234375,230.55999755859375,234.0,1245628
2026-08-04T14:45:00Z,234.0,234.0,231.7801055908203,233.19000244140625,497837
2026-08-04T15:00:00Z,233.17999267578125,237.4499969482422,232.4156951904297,236.8699951171875,810377
2026-08-04T15:15:00Z,236.83999633789062,236.83999633789062,234.6999969482422,235.88999938964844,1065291
2026-08-04T15:30:00Z,235.8800048828125,236.1300048828125,233.69000244140625,234.88999938964844,441227
2026-08-04T15:45:00Z,234.88999938964844,235.1199951171875,232.22999572753906,232.7111053466797,301740
2026-08-04T16:00:00Z,232.78500366210938,234.49000549316406,232.05999755859375,232.05999755859375,435374
2026-08-04T16:15:00Z,232.5,235.17999267578125,232.3000030517578,232.50010681152344,396236
2026-08-04T16:30:00Z,232.8096923828125,232.92999267578125,231.63999938964844,232.0,282908
2026-08-04T16:45:00Z,232.0399932861328,233.36000061035156,230.5614013671875,230.85000610351562,282072
2026-08-04T17:00:00Z,230.9250030517578,231.389892578125,228.6300048828125,228.74000549316406,428743
2026-08-04T17:15:00Z,228.6300048828125,231.50999450683594,228.3000030517578,230.75999450683594,389010
2026-08-04T17:30:00Z,230.69500732421875,232.09039306640625,230.0,231.25,292187
2026-08-04T17:45:00Z,231.0771026611328,232.05999755859375,229.02000427246094,230.83990478515625,237699
2026-08-04T18:00:00Z,230.58999633789062,231.42999267578125,227.27000427246094,228.36709594726562,395741
2026-08-04T18:15:00Z,228.51499938964844,231.0299072265625,228.3238983154297,229.97999572753906,209648
2026-08-04T18:30:00Z,230.11000061035156,230.8446044921875,228.73890686035156,228.97000122070312,197880
2026-08-04T18:45:00Z,229.13999938964844,231.36000061035156,228.99630737304688,230.3350067138672,209347
2026-08-04T19:00:00Z,230.4199981689453,231.5,229.7100067138672,230.75,288391
2026-08-04T19:15:00Z,230.75,232.2899932861328,228.50010681152344,229.60499572753906,418288
2026-08-04T19:30:00Z,229.5,230.6934051513672,228.9199981689453,230.30499267578125,363096
2026-08-04T19:45:00Z,230.39999389648438,230.5,227.00999450683594,228.2100067138672,919568
2026-08-05T13:30:00Z,223.7899932861328,236.99000549316406,222.58999633789062,236.9010009765625,1455393
2026-08-05T13:45:00Z,236.72000122070312,241.88999938964844,235.86000061035156,240.74000549316406,1313461
2026-08-05T14:00:00Z,240.49000549316406,240.61000061035156,234.4001007080078,237.76499938964844,809246
2026-08-05T14:15:00Z,238.03990173339844,240.50999450683594,235.35000610351562,238.5800018310547,738877
2026-08-05T14:30:00Z,238.5800018310547,238.5850067138672,234.00999450683594,235.9949951171875,692595
2026-08-05T14:45:00Z,235.9199981689453,237.3000030517578,231.0500030517578,234.07000732421875,465645
2026-08-05T15:00:00Z,234.1999969482422,237.4989013671875,233.4250030517578,233.4250030517578,319884
