time,open,high,low,close,volume
2026-07-23T22:30:00Z,4049.985,4050.635,4048.995,4049.615,2213
2026-07-23T22:45:00Z,4049.575,4050.655,4048.665,4049.785,1454
2026-07-23T23:00:00Z,4049.78,4050.035,4047.505,4048.57,1536
2026-07-23T23:15:00Z,4048.59,4050.205,4047.155,4049.245,1286
2026-07-23T23:30:00Z,4049.16,4050.825,4047.065,4048.355,2045
2026-07-23T23:45:00Z,4048.37,4049.91,4046.71,4047.29,1786
2026-07-24T00:00:00Z,4047.33,4050.16,4041.4,4041.71,6143
2026-07-24T00:15:00Z,4041.73,4047.995,4041.375,4046.815,5700
2026-07-24T00:30:00Z,4046.855,4050.43,4045.025,4049.31,3775
2026-07-24T00:45:00Z,4049.305,4051.01,4048.56,4049.88,4510
2026-07-24T01:00:00Z,4049.89,4050.39,4039.97,4042.685,11660
2026-07-24T01:15:00Z,4042.7,4046.24,4041.645,4042.915,6714
2026-07-24T01:30:00Z,4042.88,4050.37,4041.725,4049.965,5943
2026-07-24T01:45:00Z,4049.955,4050.17,4041.49,4043.68,7418
2026-07-24T02:00:00Z,4043.64,4046.075,4041.185,4045.885,5290
2026-07-24T02:15:00Z,4045.88,4048.59,4042.665,4046.59,3724
2026-07-24T02:30:00Z,4046.585,4048.215,4041.285,4041.74,6652
2026-07-24T02:45:00Z,4041.745,4041.955,4023.07,4024.54,15935
2026-07-24T03:00:00Z,4024.535,4032.55,4023.04,4031.935,8269
2026-07-24T03:15:00Z,4031.925,4033.84,4028.295,4030.47,6139
2026-07-24T03:30:00Z,4030.465,4033.405,4030.465,4031.57,4340
2026-07-24T03:45:00Z,4031.585,4032.28,4028.475,4029.54,3521
2026-07-24T04:00:00Z,4029.52,4030.42,4027.195,4028.365,3582
2026-07-24T04:15:00Z,4028.37,4030.54,4027.715,4029.885,2595
2026-07-24T04:30:00Z,4029.925,4030.495,4026.02,4026.96,2518
2026-07-24T04:45:00Z,4026.975,4028.935,4025.72,4027.12,2341
2026-07-24T05:00:00Z,4027.13,4032.335,4025.43,4027.7,4244
2026-07-24T05:15:00Z,4027.545,4029.98,4022.495,4026.33,4629
2026-07-24T05:30:00Z,4026.31,4031.645,4024.085,4025.065,8491
2026-07-24T05:45:00Z,4025.055,4029.36,4022.06,4023.135,6262
2026-07-24T06:00:00Z,4023.195,4031.505,4023.055,4030.975,8163
2026-07-24T06:15:00Z,4030.99,4039.185,4029.29,4036.72,8153
2026-07-24T06:30:00Z,4036.73,4037.28,4033.445,4033.965,8279
2026-07-24T06:45:00Z,4033.95,4038.985,4031.79,4035.845,7406
2026-07-24T07:00:00Z,4035.855,4047.49,4035.245,4045.535,9004
2026-07-24T07:15:00Z,4045.455,4051.06,4044.125,4048.945,6898
2026-07-24T07:30:00Z,4048.955,4053.84,4045.905,4048.46,6298
2026-07-24T07:45:00Z,4048.49,4049.875,4045.98,4048.415,5334
2026-07-24T08:00:00Z,4048.435,4049.265,4045.395,4047.02,4496
2026-07-24T08:15:00Z,4046.99,4052.78,4045.28,4052.78,4516
2026-07-24T08:30:00Z,4052.775,4055.665,4049.005,4054.665,4954
2026-07-24T08:45:00Z,4054.615,4058.775,4052.33,4057.65,6229
2026-07-24T09:00:00Z,4057.645,4060.74,4053.36,4054.31,6034
2026-07-24T09:15:00Z,4054.28,4056.815,4052.59,4053.125,4329
2026-07-24T09:30:00Z,4053.1,4056.405,4051.84,4055.82,4006
2026-07-24T09:45:00Z,4055.85,4059.975,4054.79,4059.885,3446
2026-07-24T10:00:00Z,4059.935,4061.605,4057.84,4058.23,3642
2026-07-24T10:15:00Z,4058.275,4063.825,4057.635,4062.18,3925
2026-07-24T10:30:00Z,4062.165,4064.025,4058.285,4058.44,3596
2026-07-24T10:45:00Z,4058.47,4060.355,4057.165,4060.205,3432
2026-07-24T11:00:00Z,4060.2,4063.495,4058.64,4061.305,3822
2026-07-24T11:15:00Z,4061.415,4062.17,4059.28,4059.28,3015
2026-07-24T11:30:00Z,4059.18,4060.61,4055.41,4055.425,3981
2026-07-24T11:45:00Z,4055.435,4061.77,4051.49,4057.795,5238
2026-07-24T12:00:00Z,4057.81,4058.66,4052.47,4056.71,6565
2026-07-24T12:15:00Z,4056.68,4060.285,4055.0,4059.855,5025
2026-07-24T12:30:00Z,4059.835,4059.84,4052.12,4055.28,6336
2026-07-24T12:45:00Z,4055.29,4056.49,4051.815,4056.095,4633
2026-07-24T13:00:00Z,4056.07,4058.54,4044.92,4048.3,8306
2026-07-24T13:15:00Z,4048.23,4049.475,4044.81,4046.525,5942
2026-07-24T13:30:00Z,4046.515,4056.96,4044.835,4052.3,12146
2026-07-24T13:45:00Z,4051.805,4068.68,4048.555,4067.865,11089
2026-07-24T14:00:00Z,4067.86,4069.98,4057.43,4059.075,14811
2026-07-24T14:15:00Z,4059.09,4069.53,4056.115,4066.26,13016
2026-07-24T14:30:00Z,4066.245,4068.185,4059.355,4060.52,11601
2026-07-24T14:45:00Z,4060.525,4066.58,4058.64,4063.35,10040
2026-07-24T15:00:00Z,4063.4,4076.77,4061.955,4074.795,15507
2026-07-24T15:15:00Z,4074.745,4082.16,4071.96,4075.245,18730
2026-07-24T15:30:00Z,4075.26,4079.775,4071.61,4072.24,9488
2026-07-24T15:45:00Z,4072.265,4078.075,4070.93,4077.535,7358
2026-07-24T16:00:00Z,4077.575,4077.61,4074.485,4074.925,6097
2026-07-24T16:15:00Z,4074.975,4078.245,4073.56,4073.74,6272
2026-07-24T16:30:00Z,4073.73,4074.095,4066.855,4067.85,7162
2026-07-24T16:45:00Z,4067.84,4067.905,4064.285,4067.175,4264
2026-07-24T17:00:00Z,4067.18,4068.515,4062.985,4064.215,6289
