time,open,high,low,close,volume
2026-07-23T22:30:00Z,28528.6,28557.0,28528.2,28549.5,2873
2026-07-23T22:45:00Z,28549.4,28597.2,28548.6,28595.5,2831
2026-07-23T23:00:00Z,28595.4,28599.2,28554.4,28563.0,2893
2026-07-23T23:15:00Z,28562.9,28572.5,28553.9,28565.0,2243
2026-07-23T23:30:00Z,28563.2,28566.5,28526.0,28551.7,3734
2026-07-23T23:45:00Z,28552.6,28574.9,28523.8,28544.6,10748
2026-07-24T00:00:00Z,28546.0,28589.6,28484.5,28507.6,17795
2026-07-24T00:15:00Z,28507.8,28548.4,28481.2,28509.4,16542
2026-07-24T00:30:00Z,28510.1,28541.5,28486.8,28521.0,13487
2026-07-24T00:45:00Z,28520.9,28544.8,28491.7,28535.6,14101
2026-07-24T01:00:00Z,28536.1,28566.6,28521.6,28528.2,15986
2026-07-24T01:15:00Z,28528.2,28558.5,28506.6,28521.2,14482
2026-07-24T01:30:00Z,28521.6,28549.9,28510.6,28529.1,17489
2026-07-24T01:45:00Z,28529.2,28538.4,28476.4,28478.5,13351
2026-07-24T02:00:00Z,28478.6,28497.1,28459.1,28482.9,13627
2026-07-24T02:15:00Z,28483.0,28489.7,28451.6,28459.8,11968
2026-07-24T02:30:00Z,28459.9,28463.9,28413.0,28413.4,10866
2026-07-24T02:45:00Z,28413.4,28418.0,28381.4,28384.6,10304
2026-07-24T03:00:00Z,28384.0,28411.2,28383.2,28403.8,9787
2026-07-24T03:15:00Z,28403.6,28426.0,28386.6,28409.9,10836
2026-07-24T03:30:00Z,28410.2,28420.8,28365.2,28369.5,13146
2026-07-24T03:45:00Z,28369.6,28384.6,28346.4,28350.6,9617
2026-07-24T04:00:00Z,28350.8,28380.4,28332.2,28351.1,9474
2026-07-24T04:15:00Z,28351.0,28421.5,28347.1,28416.2,8872
2026-07-24T04:30:00Z,28416.0,28422.8,28377.0,28393.4,9604
2026-07-24T04:45:00Z,28393.4,28436.4,28384.6,28430.2,8855
2026-07-24T05:00:00Z,28431.9,28465.2,28413.0,28457.6,12086
2026-07-24T05:15:00Z,28457.5,28466.5,28436.1,28447.4,12061
2026-07-24T05:30:00Z,28447.6,28459.7,28431.6,28455.9,11213
2026-07-24T05:45:00Z,28455.7,28472.2,28409.1,28410.7,9376
2026-07-24T06:00:00Z,28410.9,28414.4,28368.5,28375.0,9469
2026-07-24T06:15:00Z,28374.9,28441.0,28373.7,28400.8,9466
2026-07-24T06:30:00Z,28400.7,28426.2,28370.2,28372.4,8367
2026-07-24T06:45:00Z,28372.2,28412.2,28346.6,28408.5,8207
2026-07-24T07:00:00Z,28408.4,28502.8,28404.8,28501.2,12643
2026-07-24T07:15:00Z,28501.5,28528.5,28489.2,28518.2,9840
2026-07-24T07:30:00Z,28518.2,28523.4,28475.5,28491.2,9189
2026-07-24T07:45:00Z,28491.2,28498.4,28477.7,28480.4,7384
2026-07-24T08:00:00Z,28480.9,28484.5,28422.2,28439.1,11773
2026-07-24T08:15:00Z,28439.0,28487.8,28436.6,28487.4,10789
2026-07-24T08:30:00Z,28487.2,28514.2,28479.1,28494.9,8962
2026-07-24T08:45:00Z,28494.2,28499.2,28474.2,28486.2,8289
2026-07-24T09:00:00Z,28486.4,28546.9,28476.8,28507.4,10750
2026-07-24T09:15:00Z,28507.2,28541.6,28497.2,28538.0,8425
2026-07-24T09:30:00Z,28538.2,28566.7,28528.5,28561.1,7396
2026-07-24T09:45:00Z,28561.0,28569.2,28545.7,28564.8,5954
2026-07-24T10:00:00Z,28565.0,28570.6,28524.2,28528.6,6365
2026-07-24T10:15:00Z,28528.2,28544.0,28519.2,28532.9,5721
2026-07-24T10:30:00Z,28532.7,28550.5,28502.6,28512.2,7014
2026-07-24T10:45:00Z,28512.2,28521.9,28498.4,28504.2,6961
2026-07-24T11:00:00Z,28504.4,28531.8,28496.8,28521.6,9409
2026-07-24T11:15:00Z,28521.7,28528.5,28501.9,28507.5,7228
2026-07-24T11:30:00Z,28507.4,28514.0,28481.6,28481.7,9145
2026-07-24T11:45:00Z,28481.6,28563.8,28467.2,28544.2,10971
2026-07-24T12:00:00Z,28543.5,28560.4,28490.5,28555.0,13117
2026-07-24T12:15:00Z,28554.9,28559.7,28518.2,28551.6,10336
2026-07-24T12:30:00Z,28551.4,28553.6,28489.4,28493.8,10288
2026-07-24T12:45:00Z,28494.2,28500.4,28453.4,28456.8,9199
2026-07-24T13:00:00Z,28457.0,28467.4,28436.8,28456.8,10730
2026-07-24T13:15:00Z,28455.4,28480.6,28403.2,28405.4,12681
2026-07-24T13:30:00Z,28404.7,28487.0,28323.8,28350.1,40945
2026-07-24T13:45:00Z,28350.6,28374.2,28179.2,28189.2,38437
2026-07-24T14:00:00Z,28188.4,28316.4,28171.6,28286.4,38527
2026-07-24T14:15:00Z,28286.2,28297.2,28165.0,28256.4,36703
2026-07-24T14:30:00Z,28257.2,28260.4,28128.2,28152.6,34832
2026-07-24T14:45:00Z,28153.2,28325.9,28119.6,28313.9,31397
2026-07-24T15:00:00Z,28314.0,28374.7,28220.0,28358.8,34766
2026-07-24T15:15:00Z,28359.0,28421.6,28322.5,28365.4,35199
2026-07-24T15:30:00Z,28365.6,28442.5,28349.8,28370.8,29190
2026-07-24T15:45:00Z,28371.4,28448.1,28356.8,28441.6,23910
2026-07-24T16:00:00Z,28442.2,28495.8,28414.9,28439.0,19835
2026-07-24T16:15:00Z,28439.2,28458.2,28418.0,28430.9,17524
2026-07-24T16:30:00Z,28430.8,28434.1,28360.4,28364.8,20096
2026-07-24T16:45:00Z,28364.2,28376.1,28326.0,28359.8,21057
2026-07-24T17:00:00Z,28360.4,28367.4,28292.4,28324.0,21743
2026-07-24T17:15:00Z,28323.9,28386.9,28306.2,28379.4,18143
2026-07-24T17:30:00Z,28380.0,28409.2,28328.2,28329.2,16506
2026-07-24T17:45:00Z,28329.4,28366.4,28317.1,28331.4,16045
2026-07-24T18:00:00Z,28331.4,28351.1,28285.8,28293.4,15130
2026-07-24T18:15:00Z,28293.8,28295.0,28198.4,28202.4,16953
2026-07-24T18:30:00Z,28202.4,28211.4,28124.2,28141.0,20562
