time,open,high,low,close,volume
2026-07-23T22:30:00Z,51719.3,51727.3,51710.3,51717.3,510
2026-07-23T22:45:00Z,51717.8,51734.8,51716.8,51732.3,426
2026-07-23T23:00:00Z,51730.8,51735.3,51709.8,51715.3,410
2026-07-23T23:15:00Z,51714.8,51721.8,51708.8,51718.3,218
2026-07-23T23:30:00Z,51717.8,51724.8,51694.8,51717.3,445
2026-07-23T23:45:00Z,51718.8,51736.3,51702.8,51724.3,1580
2026-07-24T00:00:00Z,51724.8,51761.3,51713.3,51729.8,3018
2026-07-24T00:15:00Z,51730.3,51775.8,51715.3,51759.8,2883
2026-07-24T00:30:00Z,51760.3,51793.8,51740.8,51792.3,1934
2026-07-24T00:45:00Z,51792.8,51804.8,51761.3,51788.3,1972
2026-07-24T01:00:00Z,51788.8,51803.8,51772.8,51776.8,2225
2026-07-24T01:15:00Z,51777.3,51796.3,51769.8,51778.8,1521
2026-07-24T01:30:00Z,51779.3,51816.8,51770.3,51809.3,1971
2026-07-24T01:45:00Z,51808.8,51808.8,51776.8,51792.3,1441
2026-07-24T02:00:00Z,51791.8,51806.8,51781.3,51799.3,1424
2026-07-24T02:15:00Z,51799.8,51804.8,51788.3,51798.8,1214
2026-07-24T02:30:00Z,51798.3,51798.8,51762.3,51762.3,1069
2026-07-24T02:45:00Z,51761.8,51764.8,51747.8,51755.3,1147
2026-07-24T03:00:00Z,51755.8,51761.8,51742.8,51754.8,1051
2026-07-24T03:15:00Z,51755.3,51767.3,51746.3,51750.3,1279
2026-07-24T03:30:00Z,51750.8,51752.8,51723.3,51742.8,1540
2026-07-24T03:45:00Z,51742.3,51755.8,51735.8,51739.3,1013
2026-07-24T04:00:00Z,51739.8,51757.8,51725.8,51732.8,1221
2026-07-24T04:15:00Z,51731.3,51757.8,51723.3,51754.3,1121
2026-07-24T04:30:00Z,51753.8,51757.3,51719.3,51737.3,1039
2026-07-24T04:45:00Z,51736.8,51759.3,51731.8,51753.8,1192
2026-07-24T05:00:00Z,51755.8,51785.3,51749.8,51772.8,1384
2026-07-24T05:15:00Z,51772.3,51801.8,51764.8,51791.8,1430
2026-07-24T05:30:00Z,51792.3,51798.3,51770.3,51787.8,1492
2026-07-24T05:45:00Z,51787.3,51802.8,51767.8,51772.3,1178
2026-07-24T06:00:00Z,51772.8,51774.8,51748.3,51759.3,1430
2026-07-24T06:15:00Z,51759.8,51806.8,51750.3,51779.3,1930
2026-07-24T06:30:00Z,51780.3,51796.3,51759.8,51760.3,1623
2026-07-24T06:45:00Z,51759.8,51796.3,51743.8,51791.3,1727
2026-07-24T07:00:00Z,51791.8,51884.3,51782.8,51882.8,2749
